Stock|ExpiryDate|LowerBound_Min|LowerBound_Max|LowerBound_Median|LowerBound_Mean|PredictionCount|BreachCount|ExpiryClosePrice
Electrolux, AB ser. B|2025-04-04|75.48|85.75|82.39500000000001|82.084|20|20.0|74.1
Electrolux, AB ser. B|2025-04-11|59.38|84.64|79.27000000000001|76.5375|20|16.0|66.78
Electrolux, AB ser. B|2025-04-16|58.2|92.5|82.45|80.96179104477612|67|59.0|69.6
Electrolux, AB ser. B|2025-04-25|57.18|78.11|66.72|67.93470588235294|17|4.0|73.28
Electrolux, AB ser. B|2025-05-02|55.22|67.85|62.49|62.33529411764706|17|11.0|59.96
Electrolux, AB ser. B|2025-05-09|56.17|66.77|60.96|60.883529411764705|17|7.0|61.44
Electrolux, AB ser. B|2025-05-16|53.74|82.33|72.67|69.72933333333334|60|37.0|64.08
Electrolux, AB ser. B|2025-05-23|54.71|65.37|61.56|59.9|17|8.0|61.56
Electrolux, AB ser. B|2025-05-30|54.22|62.23|60.535|59.07000000000001|20|0.0|62.48
Electrolux, AB ser. B|2025-06-05|53.73|61.66|59.53|58.353913043478265|23|12.0|59.12
Electrolux, AB ser. B|2025-06-13|55.74|61.19|59.18|58.96695652173913|23|0.0|66.0
Electrolux, AB ser. B|2025-06-19|51.38|87.69|70.23|68.67956834532373|139|79.0|65.78
Electrolux, AB ser. B|2025-06-20|59.46|78.86|70.74|69.65905660377358|106||
Electrolux, AB ser. B|2025-06-27|54.79|64.55|58.8|59.625|22|0.0|68.86
Electrolux, AB ser. B|2025-07-04|54.4|71.0|62.07|62.194736842105264|19|0.0|71.76
Electrolux, AB ser. B|2025-07-11|60.26|72.5|63.17|64.89736842105263|19|0.0|72.64
Electrolux, AB ser. B|2025-07-18|49.44|66.64|55.66|56.70984615384615|65|12.0|61.6
Electrolux, AB ser. B|2025-07-25|55.54|65.69|63.435|61.946000000000005|20|11.0|63.22
Electrolux, AB ser. B|2025-08-01|54.49|65.09|61.88|61.131052631578946|19|14.0|58.4
Electrolux, AB ser. B|2025-08-08|53.65|64.23|57.49|58.66|19|6.0|59.96
Electrolux, AB ser. B|2025-08-15|49.31|64.18|55.92|56.139545454545456|66|12.0|60.06
Electrolux, AB ser. B|2025-08-22|52.73|58.74|56.735|56.519499999999994|20|0.0|61.22
Electrolux, AB ser. B|2025-08-29|52.08|58.84|55.785|55.7385|20|8.0|56.08
Electrolux, AB ser. B|2025-09-05|51.54|57.95|54.61|54.6875|24|7.0|55.72
Electrolux, AB ser. B|2025-09-12|51.17|57.17|53.74|53.8644|25|12.0|53.96
Electrolux, AB ser. B|2025-09-19|46.04|81.8|61.155|61.512440000000005|250|188.0|52.86
Electrolux, AB ser. B|2025-09-26|49.49|55.82|50.7|51.134800000000006|25|9.0|51.08
Electrolux, AB ser. B|2025-10-03|48.34|51.45|49.775|49.867000000000004|20|0.0|52.86
Electrolux, AB ser. B|2025-10-10|47.31|51.72|49.004999999999995|49.1605|20|0.0|52.06
Electrolux, AB ser. B|2025-10-17|46.75|60.29|50.02|50.76449275362319|69|6.0|54.18
Electrolux, AB ser. B|2025-10-24|46.29|55.63|48.58|49.688|20|0.0|57.82
Electrolux, AB ser. B|2025-10-30|45.4|52.2|47.54|48.25894736842105|19|0.0|63.44
Electrolux, AB ser. B|2025-11-07|44.93|60.47|49.37|50.3148|25|5.0|57.62
Electrolux, AB ser. B|2025-11-14|44.56|59.56|50.96|52.0312|25|2.0|57.86
Electrolux, AB ser. B|2025-11-21|42.94|58.83|46.86|48.391621621621624|74|6.0|55.86
Electrolux, AB ser. B|2025-11-28|49.91|58.32|54.54|53.8424|25|0.0|59.96
Electrolux, AB ser. B|2025-12-05|49.61|59.85|53.644999999999996|53.7765|20|0.0|60.54
Electrolux, AB ser. B|2025-12-12|48.69|58.38|54.18|53.957368421052635|19|0.0|63.3
Electrolux, AB ser. B|2025-12-19|41.57|76.81|51.84|53.82018518518519|270|60.0|62.38
Electrolux, AB ser. B|2025-12-23|53.78|60.53|57.125|57.085625|16|0.0|61.9
Electrolux, AB ser. B|2026-01-02|54.5|62.32|57.92|58.272000000000006|15|0.0|64.54
Electrolux, AB ser. B|2026-01-09|55.81|61.24|58.06|58.157272727272726|11||
Electrolux, AB ser. B|2026-01-16|42.36|60.08|51.985|51.37407407407407|54||
Electrolux, AB ser. B|2026-01-23|56.27|59.14|58.5|58.1025|4||
Electrolux, AB ser. B|2026-01-30|54.52|54.52|54.52|54.52|1||
Electrolux, AB ser. B|2026-02-06|53.77|53.77|53.77|53.77|1||
Electrolux, AB ser. B|2026-02-20|42.06|52.9|49.17|48.53366666666667|30||
Elekta AB ser. B|2024-04-19|73.36|73.36|73.36|73.36|1|0.0|74.45
Elekta AB ser. B|2024-05-17|70.07|81.13|73.89|74.188125|16|0.0|82.25
Elekta AB ser. B|2024-06-20|62.92|81.43|72.13|72.21268292682926|41|32.0|65.9
Elekta AB ser. B|2024-07-19|60.16|80.05|65.94|68.51032786885246|61|28.0|66.55
Elekta AB ser. B|2024-08-16|58.68|78.61|63.56|65.86015151515151|66|17.0|68.5
Elekta AB ser. B|2024-09-20|54.23|75.5|61.49|62.66704761904762|105|26.0|65.7
Elekta AB ser. B|2024-10-18|53.51|69.63|61.02|61.968059701492535|67|0.0|71.35
Elekta AB ser. B|2024-11-15|57.72|67.84|62.31|62.58057971014493|69|33.0|62.5
Elekta AB ser. B|2024-12-20|50.87|71.94|58.57|59.391176470588235|170|56.0|60.3
Elekta AB ser. B|2025-01-17|55.8|63.95|58.75|59.10968253968254|63|2.0|63.4
Elekta AB ser. B|2025-02-21|53.43|61.83|56.265|56.75205882352941|68|9.0|60.25
Elekta AB ser. B|2025-03-21|47.87|68.53|54.6|55.454585152838426|229|70.0|56.2
Elekta AB ser. B|2025-04-16|41.88|57.89|53.5|52.870298507462685|67|58.0|48.44
Elekta AB ser. B|2025-05-16|40.17|57.07|49.99|49.258032786885245|61|7.0|52.7
Elekta AB ser. B|2025-06-19|38.06|55.39|49.03|48.610791366906476|139|86.0|47.88
Elekta AB ser. B|2025-06-20|46.01|57.76|51.76|52.26196261682243|107||
Elekta AB ser. B|2025-07-18|39.76|47.61|45.3|44.80846153846154|65|0.0|48.4
Elekta AB ser. B|2025-08-15|42.18|47.22|44.980000000000004|44.998030303030305|66|0.0|47.96
Elekta AB ser. B|2025-09-19|34.61|55.25|44.78|45.12772151898734|237|31.0|50.2
Elekta AB ser. B|2025-10-17|39.82|47.61|42.74|43.21086956521739|69|0.0|48.9
Elekta AB ser. B|2025-11-21|39.4|47.19|42.935|43.070810810810805|74|46.0|42.38
Elekta AB ser. B|2025-12-19|32.75|61.6|42.32|43.729800000000004|300|15.0|56.45
Elekta AB ser. B|2026-01-16|35.98|53.84|43.59|45.30127272727273|55||
Elekta AB ser. B|2026-02-20|34.86|50.92|49.685|46.455666666666666|30||
Embracer Group AB ser. B|2024-04-19|||||0||
Embracer Group AB ser. B|2024-05-17|-36.92|29.39|-21.41|-12.761538461538462|13||
Embracer Group AB ser. B|2024-06-20|-103.07|24.27|-94.21|-65.77628571428572|35||
Embracer Group AB ser. B|2024-07-19|-82.63|46.63|-60.96|-50.54245614035088|57||
Embracer Group AB ser. B|2024-08-16|-87.27|9.26|-78.555|-70.40155172413793|58||
Embracer Group AB ser. B|2024-09-20|-105.09|45.62|-98.98|-83.24851485148515|101||
Embracer Group AB ser. B|2024-10-18|-67.69|52.64|-55.76|-44.72828125|64||
Embracer Group AB ser. B|2024-11-15|-68.1|42.76|-42.845|-39.20265625|64||
Embracer Group AB ser. B|2024-12-20|-121.67|61.9|-109.46|-100.29721212121213|165||
Embracer Group AB ser. B|2025-01-17|-93.52|185.82|-60.15|-46.744918032786885|61||
Embracer Group AB ser. B|2025-02-21|-104.14|197.75|-62.47|7.654179104477612|67||
Embracer Group AB ser. B|2025-03-21|-124.71|188.51|-104.99000000000001|-60.52175438596491|228||
Embracer Group AB ser. B|2025-04-16|-100.38|182.56|103.075|104.57772727272727|66||
Embracer Group AB ser. B|2025-05-16|72.81|121.22|95.88|96.58950819672131|61||
Embracer Group AB ser. B|2025-06-19|-175.39|158.84|88.43|40.01394160583941|137||
Embracer Group AB ser. B|2025-06-20|-109.93|-95.15|-101.92|-102.36009433962265|106||
Embracer Group AB ser. B|2025-07-18|70.1|108.45|98.7|95.63230769230769|65||
Embracer Group AB ser. B|2025-08-15|71.27|97.48|88.625|88.72136363636363|66||
Embracer Group AB ser. B|2025-09-19|-209.65|139.34|76.245|12.495731707317072|246||
Embracer Group AB ser. B|2025-10-17|65.06|106.81|82.55|85.10492753623188|69||
Embracer Group AB ser. B|2025-11-21|59.98|90.03|79.4|76.6545205479452|73||
Embracer Group AB ser. B|2025-12-19|-215.92|122.7|71.32|59.67715481171548|239||
Embracer Group AB ser. B|2026-01-16|48.28|84.73|70.16|68.885|54||
Embracer Group AB ser. B|2026-02-20|42.26|68.9|57.09|53.80862068965517|29||
Epiroc AB ser. A|2024-04-19|||||0|0.0|212.4
Epiroc AB ser. A|2024-05-17|192.2|212.89|197.71499999999997|200.57722222222222|18|0.0|217.7
Epiroc AB ser. A|2024-06-20|186.96|220.39|207.62|204.22625|40|2.0|216.7
Epiroc AB ser. A|2024-07-19|182.25|213.49|199.48|198.68081967213115|61|11.0|203.6
Epiroc AB ser. A|2024-08-16|171.82|210.58|195.365|195.09848484848484|66|42.0|193.7
Epiroc AB ser. A|2024-09-20|166.87|207.45|189.05|188.73388349514562|103|16.0|196.0
Epiroc AB ser. A|2024-10-18|164.65|210.16|183.985|187.94454545454545|66|0.0|212.9
Epiroc AB ser. A|2024-11-15|166.57|209.29|192.26|187.01597014925372|67|14.0|198.65
Epiroc AB ser. A|2024-12-20|156.66|202.87|183.75|182.9268047337278|169|25.0|195.35
Epiroc AB ser. A|2025-01-17|181.36|200.87|189.16|190.35142857142856|63|0.0|202.7
Epiroc AB ser. A|2025-02-21|174.8|215.16|187.73|189.21838235294118|68|0.0|218.6
Epiroc AB ser. A|2025-03-21|150.86|211.8|178.5|180.2983257918552|221|0.0|211.8
Epiroc AB ser. A|2025-04-16|165.02|204.32|195.49|192.3062686567164|67|39.0|193.95
Epiroc AB ser. A|2025-05-16|156.29|220.87|191.73000000000002|189.79233333333335|60|0.0|221.1
Epiroc AB ser. A|2025-06-19|152.33|211.26|185.48|184.56101449275363|138|14.0|207.8
Epiroc AB ser. A|2025-06-20|145.28|182.95|166.99|166.44|106||
Epiroc AB ser. A|2025-07-18|158.23|211.65|197.135|193.375|64|16.0|200.5
Epiroc AB ser. A|2025-08-15|186.25|207.16|194.725|194.4039393939394|66|37.0|194.6
Epiroc AB ser. A|2025-09-19|142.83|202.23|179.45|177.7096153846154|234|1.0|201.5
Epiroc AB ser. A|2025-10-17|175.9|210.29|186.04|187.0976811594203|69|0.0|213.9
Epiroc AB ser. A|2025-11-21|169.89|210.97|183.545|185.792972972973|74|21.0|191.6
Epiroc AB ser. A|2025-12-19|134.04|209.0|175.06|175.18061983471074|242|4.0|206.7
Epiroc AB ser. A|2026-01-16|173.79|206.16|192.25|191.31799999999998|55||
Epiroc AB ser. A|2026-02-20|165.34|196.24|184.995|182.5476666666667|30||
Ericsson, Telefonab. L M ser. B|2024-04-19|53.34|53.34|53.34|53.34|1|0.0|56.3
Ericsson, Telefonab. L M ser. B|2024-04-26|52.93|55.18|54.21|54.10666666666666|3|0.0|57.4
Ericsson, Telefonab. L M ser. B|2024-05-03|52.71|56.13|55.01|54.715714285714284|7|0.0|56.78
Ericsson, Telefonab. L M ser. B|2024-05-10|52.45|57.47|54.65|54.913|10|0.0|58.2
Ericsson, Telefonab. L M ser. B|2024-05-17|52.06|59.37|55.05|55.53866666666667|15|0.0|61.46
Ericsson, Telefonab. L M ser. B|2024-05-24|53.36|62.69|56.18|57.162|15|0.0|63.44
Ericsson, Telefonab. L M ser. B|2024-05-31|54.04|62.06|59.61|58.972|15|0.0|64.58
Ericsson, Telefonab. L M ser. B|2024-06-07|53.85|64.96|61.25|59.86|20|0.0|66.2
Ericsson, Telefonab. L M ser. B|2024-06-14|55.08|64.31|60.965|60.779545454545456|22|9.0|61.78
Ericsson, Telefonab. L M ser. B|2024-06-20|50.68|63.68|60.1|58.182105263157894|38|2.0|63.0
Ericsson, Telefonab. L M ser. B|2024-06-28|59.38|63.42|61.36|61.34727272727273|22|0.0|65.8
Ericsson, Telefonab. L M ser. B|2024-07-05|58.89|65.57|62.47|62.14157894736842|19|1.0|65.54
Ericsson, Telefonab. L M ser. B|2024-07-12|56.51|62.8|60.48|59.89000000000001|19|0.0|70.88
Ericsson, Telefonab. L M ser. B|2024-07-19|48.65|69.49|57.400000000000006|57.53946428571429|56|0.0|70.4
Ericsson, Telefonab. L M ser. B|2024-07-26|59.99|69.37|62.43|64.16588235294117|17|0.0|71.82
Ericsson, Telefonab. L M ser. B|2024-08-02|60.07|71.74|68.3|67.1136842105263|19|2.0|71.36
Ericsson, Telefonab. L M ser. B|2024-08-09|64.08|71.21|68.29|68.31947368421052|19|3.0|70.28
Ericsson, Telefonab. L M ser. B|2024-08-16|52.27|70.52|59.445|61.26234375|64|0.0|74.3
Ericsson, Telefonab. L M ser. B|2024-08-23|62.88|72.49|68.61|68.32133333333333|15|0.0|75.12
Ericsson, Telefonab. L M ser. B|2024-08-30|62.58|74.4|70.69|69.55823529411765|17|0.0|76.52
Ericsson, Telefonab. L M ser. B|2024-09-06|62.21|74.84|70.78|69.8305|20|1.0|74.58
Ericsson, Telefonab. L M ser. B|2024-09-13|65.63|74.21|72.37|71.47125|24|0.0|75.9
Ericsson, Telefonab. L M ser. B|2024-09-20|47.47|74.82|60.75|61.801899999999996|100|0.0|77.28
Ericsson, Telefonab. L M ser. B|2024-09-27|71.12|76.43|72.51|72.94227272727272|22|0.0|77.82
Ericsson, Telefonab. L M ser. B|2024-10-04|69.22|75.85|72.73|72.63882352941175|17|0.0|76.46
Ericsson, Telefonab. L M ser. B|2024-10-11|70.21|76.38|73.765|73.463|20|0.0|77.62
Ericsson, Telefonab. L M ser. B|2024-10-18|57.58|86.05|67.28|67.01880597014926|67|0.0|89.02
Ericsson, Telefonab. L M ser. B|2024-10-25|68.9|86.63|70.67500000000001|75.31722222222223|18|0.0|89.94
Ericsson, Telefonab. L M ser. B|2024-10-31|70.17|89.27|84.18|79.77470588235295|17|1.0|88.98
Ericsson, Telefonab. L M ser. B|2024-11-08|70.64|88.29|86.31|84.4245|20|0.0|88.4
Ericsson, Telefonab. L M ser. B|2024-11-15|60.72|87.55|69.235|73.1285294117647|68|1.0|87.42
Ericsson, Telefonab. L M ser. B|2024-11-22|84.53|87.25|85.6|85.848|20|0.0|89.16
Ericsson, Telefonab. L M ser. B|2024-11-29|83.94|88.35|84.92|85.35052631578948|19|0.0|88.68
Ericsson, Telefonab. L M ser. B|2024-12-06|83.27|90.81|84.69|85.52884615384616|26|0.0|91.36
Ericsson, Telefonab. L M ser. B|2024-12-13|82.71|89.99|86.05|86.0984|25|0.0|90.82
Ericsson, Telefonab. L M ser. B|2024-12-20|43.82|88.94|64.19|65.7328313253012|166|0.0|89.1
Ericsson, Telefonab. L M ser. B|2024-12-27|84.68|89.11|87.93|87.38681818181819|22|0.0|89.8
Ericsson, Telefonab. L M ser. B|2025-01-03|87.27|89.89|88.3|88.262|15|0.0|91.0
Ericsson, Telefonab. L M ser. B|2025-01-10|86.56|92.49|87.845|88.365|14|0.0|92.58
Ericsson, Telefonab. L M ser. B|2025-01-17|69.39|93.28|84.2|84.54174603174603|63|0.0|95.3
Ericsson, Telefonab. L M ser. B|2025-01-24|82.71|89.81|85.75|85.91176470588235|17|9.0|85.2
Ericsson, Telefonab. L M ser. B|2025-01-31|82.43|90.25|84.29|85.53526315789475|19|14.0|83.86
Ericsson, Telefonab. L M ser. B|2025-02-07|81.24|89.92|83.58500000000001|84.36166666666666|24|14.0|83.24
Ericsson, Telefonab. L M ser. B|2025-02-14|80.35|89.62|82.45|83.4756|25|7.0|84.98
Ericsson, Telefonab. L M ser. B|2025-02-21|77.76|89.29|81.34|81.75294117647059|68|7.0|85.3
Ericsson, Telefonab. L M ser. B|2025-02-28|79.08|88.29|81.815|81.95416666666667|24|1.0|88.16
Ericsson, Telefonab. L M ser. B|2025-03-07|78.99|86.91|82.485|83.05499999999999|20|1.0|86.82
Ericsson, Telefonab. L M ser. B|2025-03-14|79.57|86.28|82.3|82.98421052631579|19|9.0|83.36
Ericsson, Telefonab. L M ser. B|2025-03-21|42.39|88.09|65.26|67.33231111111111|225|16.0|83.52
Ericsson, Telefonab. L M ser. B|2025-03-28|76.24|83.81|79.81|79.81899999999999|20|15.0|78.78
Ericsson, Telefonab. L M ser. B|2025-04-04|71.97|80.8|78.14|77.50800000000001|20|19.0|72.1
Ericsson, Telefonab. L M ser. B|2025-04-11|64.01|79.26|75.92|74.092|20|15.0|70.66
Ericsson, Telefonab. L M ser. B|2025-04-16|61.02|84.12|75.0|74.47388059701493|67|10.0|78.84
Ericsson, Telefonab. L M ser. B|2025-04-25|61.03|78.5|70.275|70.02055555555555|18|0.0|79.88
Ericsson, Telefonab. L M ser. B|2025-05-02|60.64|79.68|75.28|71.52764705882353|17|0.0|80.94
Ericsson, Telefonab. L M ser. B|2025-05-09|63.43|79.68|76.93|75.62294117647059|17|0.0|80.46
Ericsson, Telefonab. L M ser. B|2025-05-16|59.37|81.78|74.78|73.81327868852459|61|0.0|83.36
Ericsson, Telefonab. L M ser. B|2025-05-23|75.51|84.54|77.79|79.08368421052633|19|2.0|83.0
Ericsson, Telefonab. L M ser. B|2025-05-30|76.29|83.85|80.13|79.80499999999999|20|6.0|81.48
Ericsson, Telefonab. L M ser. B|2025-06-05|75.81|83.24|80.095|79.46|24|1.0|82.86
Ericsson, Telefonab. L M ser. B|2025-06-13|76.08|82.61|79.94|79.90913043478261|23|14.0|79.7
Ericsson, Telefonab. L M ser. B|2025-06-19|58.22|82.45|74.74|74.61877697841727|139|6.0|80.64
Ericsson, Telefonab. L M ser. B|2025-06-20|40.29|74.84|56.150000000000006|56.48951388888889|144||
Ericsson, Telefonab. L M ser. B|2025-06-27|76.82|80.27|78.73|78.6540909090909|22|0.0|80.82
Ericsson, Telefonab. L M ser. B|2025-07-04|76.12|81.35|78.1|78.33315789473684|19|0.0|81.92
Ericsson, Telefonab. L M ser. B|2025-07-11|75.42|80.39|77.41|77.94947368421053|19|10.0|77.4
Ericsson, Telefonab. L M ser. B|2025-07-18|59.57|77.73|73.53|72.70769230769231|65|38.0|72.72
Ericsson, Telefonab. L M ser. B|2025-07-25|69.1|75.7|71.78999999999999|72.5945|20|12.0|71.34
Ericsson, Telefonab. L M ser. B|2025-08-01|68.41|75.26|70.225|70.97200000000001|20|10.0|70.26
Ericsson, Telefonab. L M ser. B|2025-08-08|68.02|71.3|69.52|69.61449999999999|20|0.0|72.58
Ericsson, Telefonab. L M ser. B|2025-08-15|67.56|76.62|72.46000000000001|71.99651515151515|66|15.0|73.98
Ericsson, Telefonab. L M ser. B|2025-08-22|67.06|73.31|69.83500000000001|70.1265|20|0.0|75.56
Ericsson, Telefonab. L M ser. B|2025-08-29|66.54|75.01|71.065|71.259|20|0.0|75.3
Ericsson, Telefonab. L M ser. B|2025-09-05|67.99|74.74|71.65|71.42458333333333|24|0.0|75.38
Ericsson, Telefonab. L M ser. B|2025-09-12|68.75|74.16|72.36|71.91|25|0.0|74.28
Ericsson, Telefonab. L M ser. B|2025-09-19|54.75|78.31|69.945|69.09412698412699|252|3.0|76.18
Ericsson, Telefonab. L M ser. B|2025-09-26|68.79|74.8|70.76|71.132|25|0.0|76.02
Ericsson, Telefonab. L M ser. B|2025-10-03|69.26|77.67|71.83|72.36749999999999|20|0.0|78.52
Ericsson, Telefonab. L M ser. B|2025-10-10|68.88|79.11|73.545|73.80699999999999|20|0.0|79.3
Ericsson, Telefonab. L M ser. B|2025-10-17|61.14|89.2|66.21|67.3376811594203|69|0.0|89.52
Ericsson, Telefonab. L M ser. B|2025-10-24|69.11|88.77|72.69|78.1105|20|0.0|89.22
Ericsson, Telefonab. L M ser. B|2025-10-30|71.41|92.64|86.84|82.01684210526315|19|0.0|96.46
Ericsson, Telefonab. L M ser. B|2025-11-07|71.1|94.14|86.29|83.93799999999999|25|3.0|92.52
Ericsson, Telefonab. L M ser. B|2025-11-14|70.92|92.8|87.09|87.0056|25|0.0|92.96
Ericsson, Telefonab. L M ser. B|2025-11-21|62.67|91.76|70.07499999999999|74.60297297297298|74|5.0|90.06
Ericsson, Telefonab. L M ser. B|2025-11-28|84.1|90.93|88.18|88.0776|25|0.0|91.08
Ericsson, Telefonab. L M ser. B|2025-12-05|84.85|89.61|87.78|87.47749999999999|20|0.0|90.22
Ericsson, Telefonab. L M ser. B|2025-12-12|83.77|89.35|87.065|86.84049999999999|20|1.0|89.12
Ericsson, Telefonab. L M ser. B|2025-12-19|36.49|88.96|64.67500000000001|63.1024120603015|398|0.0|90.42
Ericsson, Telefonab. L M ser. B|2025-12-23|85.58|88.84|86.56|86.834375|16|0.0|89.74
Ericsson, Telefonab. L M ser. B|2026-01-02|85.11|89.31|87.12|86.93599999999999|15|0.0|89.44
Ericsson, Telefonab. L M ser. B|2026-01-09|84.03|87.98|86.38|86.15272727272726|11||
Ericsson, Telefonab. L M ser. B|2026-01-16|69.27|87.58|83.96|83.66836363636364|55||
Ericsson, Telefonab. L M ser. B|2026-01-23|79.69|80.6|79.82|79.9825|4||
Ericsson, Telefonab. L M ser. B|2026-01-30|79.17|79.17|79.17|79.17|1||
Ericsson, Telefonab. L M ser. B|2026-02-06|78.84|78.84|78.84|78.84|1||
Ericsson, Telefonab. L M ser. B|2026-02-20|73.84|79.6|76.9|77.17066666666666|30||
Essity AB ser. B|2024-04-19|||||0|0.0|254.5
Essity AB ser. B|2024-05-17|239.24|275.15|266.81|261.81166666666667|18|0.0|279.1
Essity AB ser. B|2024-06-20|235.09|276.01|265.0|262.8178048780488|41|0.0|276.9
Essity AB ser. B|2024-07-19|229.93|288.4|260.07|257.93344262295085|61|0.0|301.8
Essity AB ser. B|2024-08-16|249.1|296.41|259.18|268.02909090909094|66|0.0|299.2
Essity AB ser. B|2024-09-20|224.18|318.3|257.73|269.00640776699026|103|1.0|316.3
Essity AB ser. B|2024-10-18|254.88|310.98|293.67|291.38123076923074|65|0.0|313.5
Essity AB ser. B|2024-11-15|267.51|301.99|292.08500000000004|289.45735294117645|68|7.0|297.1
Essity AB ser. B|2024-12-20|216.13|298.98|274.34|268.6297041420118|169|12.0|293.5
Essity AB ser. B|2025-01-17|275.54|296.1|287.27|286.6388888888889|63|0.0|300.3
Essity AB ser. B|2025-02-21|267.03|286.79|276.70000000000005|276.5673529411765|68|0.0|287.6
Essity AB ser. B|2025-03-21|214.42|300.49|271.08|265.3099078341014|217|3.0|294.6
Essity AB ser. B|2025-04-16|249.15|286.6|268.06|267.2186567164179|67|0.0|287.4
Essity AB ser. B|2025-05-16|242.92|280.02|267.63|265.77131147540985|61|2.0|276.6
Essity AB ser. B|2025-06-19|238.72|277.09|261.38|260.111654676259|139|77.0|260.4
Essity AB ser. B|2025-06-20|221.22|271.57|254.98|252.02819047619047|105||
Essity AB ser. B|2025-07-18|242.36|266.19|253.53|253.49030769230768|65|59.0|245.6
Essity AB ser. B|2025-08-15|234.25|263.36|245.86|246.6930303030303|66|30.0|247.6
Essity AB ser. B|2025-09-19|228.03|265.08|248.44|247.313|250|181.0|243.1
Essity AB ser. B|2025-10-17|225.59|257.26|238.87|238.0321739130435|69|0.0|261.4
Essity AB ser. B|2025-11-21|222.56|261.15|236.75|239.97554054054052|74|1.0|260.9
Essity AB ser. B|2025-12-19|217.22|263.38|238.625|238.29907407407407|270|0.0|265.1
Essity AB ser. B|2026-01-16|231.32|258.54|248.4|248.43436363636363|55||
Essity AB ser. B|2026-02-20|230.17|245.84|239.07|238.97466666666665|30||
Evolution AB|2024-04-19|1265.74|1265.74|1265.74|1265.74|1|0.0|1281.0
Evolution AB|2024-04-26|1168.27|1223.42|1186.89|1194.566|5|0.0|1263.5
Evolution AB|2024-05-03|1145.92|1202.74|1187.33|1179.3455555555556|9|0.0|1207.0
Evolution AB|2024-05-10|1142.21|1208.19|1176.355|1175.2450000000001|12|0.0|1240.0
Evolution AB|2024-05-17|1133.22|1209.86|1162.415|1164.8116666666667|18|4.0|1180.0
Evolution AB|2024-05-24|1141.45|1195.78|1152.18|1156.5811764705884|17|3.0|1168.5
Evolution AB|2024-05-31|1097.22|1185.46|1138.1950000000002|1138.941111111111|18|15.0|1128.0
Evolution AB|2024-06-07|1081.31|1177.83|1127.8000000000002|1125.7381818181818|22|7.0|1130.0
Evolution AB|2024-06-14|1049.99|1169.5|1109.325|1105.66375|24|23.0|1056.0
Evolution AB|2024-06-20|1027.78|1164.1|1110.8|1102.1526829268294|41|31.0|1080.5
Evolution AB|2024-06-28|1015.46|1106.51|1071.74|1068.0082608695652|23|1.0|1104.0
Evolution AB|2024-07-05|1005.4|1098.98|1065.73|1059.937894736842|19|0.0|1114.0
Evolution AB|2024-07-12|996.86|1133.89|1067.61|1063.5852631578946|19|0.0|1164.5
Evolution AB|2024-07-19|969.54|1127.79|1060.0749999999998|1050.5693333333334|60|23.0|1066.5
Evolution AB|2024-07-26|971.02|1094.75|1029.12|1041.7121052631578|19|9.0|1033.0
Evolution AB|2024-08-02|962.39|1088.65|1023.7950000000001|1031.2694999999999|20|15.0|1002.5
Evolution AB|2024-08-09|920.88|1083.64|989.41|1001.4995000000001|20|6.0|1006.5
Evolution AB|2024-08-16|918.01|1084.03|1006.07|1005.9247761194031|67|18.0|1035.0
Evolution AB|2024-08-23|906.82|1049.55|978.73|976.5285|20|0.0|1062.0
Evolution AB|2024-08-30|899.88|1055.87|989.23|986.1885|20|0.0|1066.5
Evolution AB|2024-09-06|896.44|1043.58|995.53|986.2624999999999|24|13.0|993.8
Evolution AB|2024-09-13|940.22|1033.38|987.71|992.4764|25|9.0|1010.5
Evolution AB|2024-09-20|881.84|1083.0|988.85|991.3114285714286|105|42.0|1000.5
Evolution AB|2024-09-27|949.73|1018.37|975.65|984.0876|25|0.0|1018.5
Evolution AB|2024-10-04|942.87|994.61|966.755|967.783|20|0.0|995.8
Evolution AB|2024-10-11|945.42|983.88|960.765|961.5350000000001|20|1.0|972.0
Evolution AB|2024-10-18|859.38|1044.13|950.425|950.9499999999999|68|23.0|957.8
Evolution AB|2024-10-25|856.58|1048.7|891.2149999999999|898.0035|20|1.0|1044.5
Evolution AB|2024-10-31|861.69|1042.19|882.87|914.5694736842105|19|3.0|1005.0
Evolution AB|2024-11-08|855.66|1027.1|962.3050000000001|928.3075000000001|20|3.0|977.2
Evolution AB|2024-11-15|851.54|1024.13|911.68|919.177536231884|69|1.0|1009.0
Evolution AB|2024-11-22|936.1|992.17|953.9449999999999|958.6395|20|2.0|983.6
Evolution AB|2024-11-29|932.04|980.83|953.05|953.5652380952381|21|11.0|952.0
Evolution AB|2024-12-06|908.52|974.23|944.73|943.0648|25|1.0|971.4
Evolution AB|2024-12-13|899.3|965.71|940.765|937.7158333333333|24|22.0|916.8
Evolution AB|2024-12-20|810.42|1023.58|920.28|916.6321893491124|169|93.0|915.2
Evolution AB|2024-12-27|885.73|953.35|916.815|920.5219999999999|20|20.0|853.0
Evolution AB|2025-01-03|834.71|950.96|895.905|896.14|14|11.0|875.4
Evolution AB|2025-01-10|822.16|893.25|858.9|858.3876923076924|13|9.0|842.8
Evolution AB|2025-01-17|778.14|995.83|901.03|887.1017460317461|63|54.0|832.6
Evolution AB|2025-01-24|798.5|843.73|818.47|818.5423529411764|17|0.0|849.0
Evolution AB|2025-01-31|747.44|795.85|759.42|765.6552631578948|19|0.0|853.6
