DataType|Stock|HistoricalPeakThreshold|ProbMethod|CurrentProb_Bin|DTE_Bin|RecoveryCandidate_N|RecoveryCandidate_WorthlessCount|RecoveryCandidate_WorthlessRate_pct|AllOptions_N|AllOptions_WorthlessCount|AllOptions_WorthlessRate_pct|RecoveryAdvantage_pp
stock|Nordnet|0.8|Bias Corrected|80-90%|8-14|84|69|82.14285714285714|84|69|82.14285714285714|0.0
stock|Nordnet|0.8|Bias Corrected|80-90%|36+|76|65|85.52631578947368|76|65|85.52631578947368|0.0
stock|Nordnet|0.8|Bias Corrected|80-90%|0-7|14|13|92.85714285714286|14|13|92.85714285714286|0.0
stock|Nordnet|0.8|Bias Corrected|80-90%|29-35|25|24|96.0|25|24|96.0|0.0
stock|Nordnet|0.8|Bias Corrected|70-80%|22-28|16|11|68.75|17|12|70.58823529411765|-1.838235294117652
stock|Nordnet|0.8|Bias Corrected|70-80%|15-21|21|20|95.23809523809524|25|20|80.0|15.238095238095228
stock|Nordnet|0.8|Bias Corrected|70-80%|8-14|20|13|65.0|27|19|70.37037037037037|-5.370370370370367
stock|Nordnet|0.8|Bias Corrected|70-80%|0-7|34|30|88.23529411764706|44|35|79.54545454545455|8.689839572192511
stock|Nordnet|0.8|Bias Corrected|70-80%|29-35|25|20|80.0|27|20|74.07407407407408|5.925925925925924
stock|Nordnet|0.8|Bias Corrected|70-80%|36+|46|36|78.26086956521739|49|37|75.51020408163265|2.75066548358474
stock|Nordnet|0.8|Bias Corrected|60-70%|22-28|17|12|70.58823529411765|22|14|63.63636363636363|6.951871657754019
stock|Nordnet|0.8|Bias Corrected|60-70%|15-21|14|14|100.0|15|14|93.33333333333331|6.666666666666671
stock|Nordnet|0.8|Bias Corrected|60-70%|0-7|42|30|71.42857142857143|69|44|63.76811594202898|7.660455486542453
stock|Nordnet|0.8|Bias Corrected|60-70%|29-35|16|11|68.75|18|11|61.11111111111112|7.638888888888886
stock|Nordnet|0.8|Bias Corrected|60-70%|36+|8|8|100.0|8|8|100.0|0.0
stock|Nordnet|0.8|Bias Corrected|50-60%|0-7|45|26|57.77777777777777|88|45|51.13636363636363|6.641414141414138
stock|Nordnet|0.8|Bias Corrected|50-60%|22-28|0|0||1|0|0.0|
stock|Samhällsbyggnadsbolaget i Norden B|0.8|Bias Corrected|50-60%|15-21|0|0||14|7|50.0|
stock|Samhällsbyggnadsbolaget i Norden B|0.8|Bias Corrected|50-60%|22-28|0|0||9|4|44.44444444444444|
stock|Samhällsbyggnadsbolaget i Norden B|0.8|Bias Corrected|50-60%|8-14|0|0||36|26|72.22222222222221|
stock|Samhällsbyggnadsbolaget i Norden B|0.8|Bias Corrected|50-60%|36+|0|0||71|49|69.01408450704226|
stock|Samhällsbyggnadsbolaget i Norden B|0.8|Bias Corrected|50-60%|29-35|0|0||34|17|50.0|
stock|Samhällsbyggnadsbolaget i Norden B|0.8|Bias Corrected|50-60%|0-7|0|0||5|4|80.0|
stock|Samhällsbyggnadsbolaget i Norden B|0.8|Bias Corrected|60-70%|36+|0|0||79|54|68.35443037974683|
stock|Samhällsbyggnadsbolaget i Norden B|0.8|Bias Corrected|60-70%|0-7|0|0||14|10|71.42857142857143|
stock|Samhällsbyggnadsbolaget i Norden B|0.8|Bias Corrected|60-70%|8-14|0|0||12|7|58.333333333333336|
stock|Samhällsbyggnadsbolaget i Norden B|0.8|Bias Corrected|60-70%|29-35|0|0||12|9|75.0|
stock|Samhällsbyggnadsbolaget i Norden B|0.8|Bias Corrected|70-80%|36+|0|0||12|8|66.66666666666666|
stock|Samhällsbyggnadsbolaget i Norden B|0.8|Bias Corrected|70-80%|0-7|0|0||4|2|50.0|
stock|SBB Norden B|0.8|Bias Corrected|50-60%|15-21|0|0||4|4|100.0|
stock|SBB Norden B|0.8|Bias Corrected|50-60%|8-14|2|2|100.0|36|20|55.55555555555556|44.44444444444444
stock|SBB Norden B|0.8|Bias Corrected|50-60%|0-7|0|0||3|2|66.66666666666666|
stock|SBB Norden B|0.8|Bias Corrected|50-60%|36+|1|1|100.0|7|5|71.42857142857143|28.57142857142857
stock|SBB Norden B|0.8|Bias Corrected|50-60%|29-35|1|1|100.0|14|7|50.0|50.0
stock|SBB Norden B|0.8|Bias Corrected|60-70%|15-21|0|0||1|1|100.0|
stock|SBB Norden B|0.8|Bias Corrected|60-70%|8-14|1|1|100.0|14|9|64.28571428571429|35.71428571428571
stock|SBB Norden B|0.8|Bias Corrected|60-70%|29-35|0|0||2|2|100.0|
stock|SBB Norden B|0.8|Bias Corrected|70-80%|8-14|0|0||2|2|100.0|
stock|SBB Norden B|0.8|Bias Corrected|70-80%|0-7|0|0||1|1|100.0|
stock|SCA B|0.8|Bias Corrected|80-90%|22-28|15|13|86.66666666666667|15|13|86.66666666666667|0.0
stock|SCA B|0.8|Bias Corrected|80-90%|0-7|34|30|88.23529411764706|34|30|88.23529411764706|0.0
stock|SCA B|0.8|Bias Corrected|80-90%|15-21|25|23|92.0|25|23|92.0|0.0
stock|SCA B|0.8|Bias Corrected|80-90%|8-14|58|52|89.65517241379311|58|52|89.65517241379311|0.0
stock|SCA B|0.8|Bias Corrected|80-90%|36+|241|230|95.4356846473029|241|230|95.4356846473029|0.0
stock|SCA B|0.8|Bias Corrected|80-90%|29-35|18|16|88.88888888888889|18|16|88.88888888888889|0.0
stock|SCA B|0.8|Bias Corrected|70-80%|22-28|16|15|93.75|22|18|81.81818181818183|11.931818181818173
stock|SCA B|0.8|Bias Corrected|70-80%|0-7|28|27|96.42857142857144|62|57|91.93548387096774|4.493087557603687
stock|SCA B|0.8|Bias Corrected|70-80%|15-21|23|21|91.30434782608695|29|24|82.75862068965517|8.545727136431779
stock|SCA B|0.8|Bias Corrected|70-80%|8-14|34|26|76.47058823529412|58|40|68.96551724137932|7.505070993914799
stock|SCA B|0.8|Bias Corrected|70-80%|36+|216|205|94.9074074074074|235|208|88.51063829787233|6.396769109535072
stock|SCA B|0.8|Bias Corrected|70-80%|29-35|24|21|87.5|29|23|79.3103448275862|8.189655172413794
stock|SCA B|0.8|Bias Corrected|60-70%|22-28|24|20|83.33333333333334|38|25|65.78947368421053|17.54385964912281
stock|SCA B|0.8|Bias Corrected|60-70%|15-21|22|19|86.36363636363636|27|19|70.37037037037037|15.993265993265991
stock|SCA B|0.8|Bias Corrected|60-70%|8-14|17|14|82.35294117647058|38|26|68.42105263157895|13.931888544891637
stock|SCA B|0.8|Bias Corrected|60-70%|36+|106|94|88.67924528301887|125|98|78.4|10.279245283018868
stock|SCA B|0.8|Bias Corrected|60-70%|29-35|20|18|90.0|29|19|65.51724137931035|24.48275862068965
stock|SCA B|0.8|Bias Corrected|60-70%|0-7|19|16|84.21052631578947|57|37|64.91228070175438|19.29824561403508
stock|SCA B|0.8|Bias Corrected|50-60%|22-28|9|9|100.0|23|14|60.86956521739131|39.13043478260869
stock|SCA B|0.8|Bias Corrected|50-60%|15-21|8|7|87.5|14|8|57.14285714285714|30.35714285714286
stock|SCA B|0.8|Bias Corrected|50-60%|8-14|8|6|75.0|38|19|50.0|25.0
stock|SCA B|0.8|Bias Corrected|50-60%|0-7|15|14|93.33333333333331|46|25|54.34782608695652|38.98550724637681
stock|SCA B|0.8|Bias Corrected|50-60%|36+|173|154|89.01734104046243|224|164|73.21428571428571|15.803055326176718
stock|SCA B|0.8|Bias Corrected|50-60%|29-35|10|10|100.0|22|10|45.45454545454545|54.54545454545455
stock|SEB A|0.8|Bias Corrected|80-90%|8-14|358|324|90.5027932960894|358|324|90.5027932960894|0.0
stock|SEB A|0.8|Bias Corrected|80-90%|15-21|419|367|87.58949880668257|419|367|87.58949880668257|0.0
stock|SEB A|0.8|Bias Corrected|80-90%|22-28|187|177|94.6524064171123|187|177|94.6524064171123|0.0
stock|SEB A|0.8|Bias Corrected|80-90%|0-7|261|235|90.03831417624522|261|235|90.03831417624522|0.0
stock|SEB A|0.8|Bias Corrected|80-90%|36+|489|445|91.00204498977506|489|445|91.00204498977506|0.0
stock|SEB A|0.8|Bias Corrected|80-90%|29-35|47|40|85.1063829787234|47|40|85.1063829787234|0.0
stock|SEB A|0.8|Bias Corrected|70-80%|8-14|298|255|85.57046979865773|385|305|79.22077922077922|6.349690577878505
stock|SEB A|0.8|Bias Corrected|70-80%|15-21|211|176|83.41232227488152|252|186|73.80952380952381|9.602798465357708
stock|SEB A|0.8|Bias Corrected|70-80%|22-28|93|87|93.5483870967742|105|91|86.66666666666667|6.881720430107521
stock|SEB A|0.8|Bias Corrected|70-80%|0-7|143|127|88.81118881118881|272|217|79.77941176470588|9.03177704648293
stock|SEB A|0.8|Bias Corrected|70-80%|36+|227|186|81.93832599118943|235|190|80.85106382978722|1.087262161402208
stock|SEB A|0.8|Bias Corrected|70-80%|29-35|34|28|82.35294117647058|38|29|76.31578947368422|6.03715170278636
stock|SEB A|0.8|Bias Corrected|60-70%|8-14|210|170|80.95238095238095|339|231|68.14159292035397|12.810788032026975
stock|SEB A|0.8|Bias Corrected|60-70%|15-21|116|100|86.20689655172413|183|118|64.48087431693989|21.72602223478424
stock|SEB A|0.8|Bias Corrected|60-70%|22-28|51|48|94.11764705882352|71|58|81.69014084507043|12.427506213753093
stock|SEB A|0.8|Bias Corrected|60-70%|0-7|104|83|79.8076923076923|236|173|73.30508474576271|6.502607561929594
stock|SEB A|0.8|Bias Corrected|60-70%|36+|136|103|75.73529411764706|148|107|72.2972972972973|3.4379968203497526
stock|SEB A|0.8|Bias Corrected|60-70%|29-35|17|10|58.82352941176471|21|11|52.38095238095239|6.442577030812323
stock|SEB A|0.8|Bias Corrected|50-60%|0-7|102|68|66.66666666666666|279|168|60.215053763440864|6.451612903225794
stock|SEB A|0.8|Bias Corrected|50-60%|8-14|59|44|74.57627118644068|122|66|54.09836065573771|20.47791053070297
stock|Securitas B|0.8|Bias Corrected|80-90%|22-28|25|22|88.0|25|22|88.0|0.0
stock|Securitas B|0.8|Bias Corrected|80-90%|15-21|16|12|75.0|16|12|75.0|0.0
stock|Securitas B|0.8|Bias Corrected|80-90%|36+|259|223|86.10038610038609|259|223|86.10038610038609|0.0
stock|Securitas B|0.8|Bias Corrected|80-90%|29-35|28|17|60.71428571428571|28|17|60.71428571428571|0.0
stock|Securitas B|0.8|Bias Corrected|80-90%|8-14|48|45|93.75|48|45|93.75|0.0
stock|Securitas B|0.8|Bias Corrected|80-90%|0-7|29|26|89.65517241379311|29|26|89.65517241379311|0.0
stock|Securitas B|0.8|Bias Corrected|70-80%|22-28|25|21|84.0|32|25|78.125|5.875
stock|Securitas B|0.8|Bias Corrected|70-80%|15-21|14|13|92.85714285714286|18|15|83.33333333333334|9.523809523809518
stock|Securitas B|0.8|Bias Corrected|70-80%|8-14|32|29|90.625|44|36|81.81818181818183|8.806818181818173
stock|Securitas B|0.8|Bias Corrected|70-80%|36+|189|148|78.3068783068783|208|151|72.59615384615384|5.710724460724464
stock|Securitas B|0.8|Bias Corrected|70-80%|29-35|23|17|73.91304347826086|28|18|64.28571428571429|9.627329192546568
stock|Securitas B|0.8|Bias Corrected|70-80%|0-7|20|17|85.0|36|30|83.33333333333334|1.6666666666666572
stock|Securitas B|0.8|Bias Corrected|60-70%|22-28|28|22|78.57142857142857|38|26|68.42105263157895|10.150375939849624
stock|Securitas B|0.8|Bias Corrected|60-70%|15-21|15|13|86.66666666666667|20|14|70.0|16.66666666666667
stock|Securitas B|0.8|Bias Corrected|60-70%|0-7|23|22|95.65217391304348|34|30|88.23529411764706|7.416879795396426
stock|Securitas B|0.8|Bias Corrected|60-70%|36+|88|66|75.0|106|70|66.0377358490566|8.962264150943398
stock|Securitas B|0.8|Bias Corrected|60-70%|29-35|35|22|62.85714285714285|40|22|55.00000000000001|7.857142857142847
stock|Securitas B|0.8|Bias Corrected|60-70%|8-14|20|16|80.0|40|26|65.0|15.0
stock|Securitas B|0.8|Bias Corrected|50-60%|22-28|29|22|75.86206896551724|41|23|56.09756097560976|19.76450798990748
stock|Securitas B|0.8|Bias Corrected|50-60%|15-21|9|8|88.88888888888889|18|11|61.11111111111112|27.77777777777777
stock|Securitas B|0.8|Bias Corrected|50-60%|0-7|26|22|84.61538461538461|59|41|69.49152542372882|15.123859191655797
stock|Securitas B|0.8|Bias Corrected|50-60%|29-35|48|27|56.25|59|29|49.15254237288136|7.097457627118644
stock|Securitas B|0.8|Bias Corrected|50-60%|36+|50|35|70.0|64|41|64.0625|5.9375
stock|Securitas B|0.8|Bias Corrected|50-60%|8-14|6|4|66.66666666666666|10|5|50.0|16.666666666666657
stock|Stillfront Group|0.8|Bias Corrected|60-70%|0-7|0|0||2|1|50.0|
stock|Stillfront Group|0.8|Bias Corrected|50-60%|0-7|0|0||3|0|0.0|
stock|Stillfront Group|0.8|Bias Corrected|50-60%|36+|0|0||1|1|100.0|
stock|Stillfront Group|0.8|Bias Corrected|70-80%|36+|0|0||6|6|100.0|
stock|Handelsbanken A|0.8|Bias Corrected|80-90%|8-14|442|389|88.00904977375565|442|389|88.00904977375565|0.0
stock|Handelsbanken A|0.8|Bias Corrected|80-90%|15-21|295|254|86.10169491525423|295|254|86.10169491525423|0.0
stock|Handelsbanken A|0.8|Bias Corrected|80-90%|22-28|127|124|97.63779527559056|127|124|97.63779527559056|0.0
stock|Handelsbanken A|0.8|Bias Corrected|80-90%|0-7|202|173|85.64356435643565|202|173|85.64356435643565|0.0
stock|Handelsbanken A|0.8|Bias Corrected|80-90%|36+|436|401|91.9724770642202|436|401|91.9724770642202|0.0
stock|Handelsbanken A|0.8|Bias Corrected|80-90%|29-35|30|25|83.33333333333334|30|25|83.33333333333334|0.0
stock|Handelsbanken A|0.8|Bias Corrected|70-80%|8-14|189|168|88.88888888888889|256|206|80.46875|8.420138888888886
stock|Handelsbanken A|0.8|Bias Corrected|70-80%|15-21|187|155|82.88770053475936|221|170|76.92307692307693|5.964623611682427
stock|Handelsbanken A|0.8|Bias Corrected|70-80%|22-28|89|84|94.3820224719101|93|87|93.5483870967742|0.8336353751359127
stock|Handelsbanken A|0.8|Bias Corrected|70-80%|0-7|121|105|86.77685950413223|234|187|79.91452991452992|6.862329589602311
stock|Handelsbanken A|0.8|Bias Corrected|70-80%|36+|212|174|82.0754716981132|236|177|75.0|7.075471698113205
stock|Handelsbanken A|0.8|Bias Corrected|70-80%|29-35|19|19|100.0|22|19|86.36363636363636|13.63636363636364
stock|Handelsbanken A|0.8|Bias Corrected|60-70%|8-14|133|112|84.21052631578947|231|163|70.56277056277057|13.6477557530189
stock|Handelsbanken A|0.8|Bias Corrected|60-70%|22-28|73|65|89.04109589041096|77|68|88.31168831168831|0.7294075787226433
stock|Handelsbanken A|0.8|Bias Corrected|60-70%|0-7|60|49|81.66666666666667|145|104|71.72413793103448|9.942528735632196
stock|Handelsbanken A|0.8|Bias Corrected|60-70%|15-21|111|92|82.88288288288288|175|115|65.71428571428571|17.168597168597174
stock|Handelsbanken A|0.8|Bias Corrected|60-70%|36+|72|54|75.0|83|54|65.06024096385542|9.93975903614458
stock|Handelsbanken A|0.8|Bias Corrected|60-70%|29-35|22|22|100.0|23|22|95.65217391304348|4.347826086956516
stock|Handelsbanken A|0.8|Bias Corrected|50-60%|0-7|78|58|74.35897435897436|208|136|65.38461538461539|8.974358974358978
stock|Handelsbanken A|0.8|Bias Corrected|50-60%|29-35|35|28|80.0|43|29|67.44186046511628|12.558139534883722
stock|Handelsbanken A|0.8|Bias Corrected|50-60%|8-14|5|5|100.0|14|6|42.85714285714285|57.142857142857146
stock|Handelsbanken A|0.8|Bias Corrected|50-60%|36+|1|0|0.0|4|0|0.0|0.0
stock|Sinch|0.8|Bias Corrected|80-90%|22-28|42|38|90.47619047619048|42|38|90.47619047619048|0.0
stock|Sinch|0.8|Bias Corrected|80-90%|15-21|89|78|87.64044943820225|89|78|87.64044943820225|0.0
stock|Sinch|0.8|Bias Corrected|80-90%|8-14|221|186|84.16289592760181|221|186|84.16289592760181|0.0
stock|Sinch|0.8|Bias Corrected|80-90%|36+|335|298|88.95522388059702|335|298|88.95522388059702|0.0
stock|Sinch|0.8|Bias Corrected|80-90%|29-35|87|73|83.9080459770115|87|73|83.9080459770115|0.0
stock|Sinch|0.8|Bias Corrected|80-90%|0-7|41|36|87.8048780487805|41|36|87.8048780487805|0.0
stock|Sinch|0.8|Bias Corrected|70-80%|22-28|66|57|86.36363636363636|99|65|65.65656565656566|20.7070707070707
stock|Sinch|0.8|Bias Corrected|70-80%|0-7|23|21|91.30434782608695|68|49|72.05882352941177|19.245524296675185
stock|Sinch|0.8|Bias Corrected|70-80%|15-21|78|74|94.87179487179486|103|86|83.49514563106796|11.376649240726906
stock|Sinch|0.8|Bias Corrected|70-80%|8-14|52|39|75.0|110|78|70.9090909090909|4.0909090909090935
stock|Sinch|0.8|Bias Corrected|70-80%|29-35|55|53|96.36363636363636|75|61|81.33333333333333|15.030303030303031
stock|Sinch|0.8|Bias Corrected|70-80%|36+|412|351|85.19417475728154|464|365|78.66379310344827|6.530381653833274
stock|Sinch|0.8|Bias Corrected|60-70%|22-28|69|57|82.6086956521739|102|62|60.78431372549019|21.82438192668372
stock|Sinch|0.8|Bias Corrected|60-70%|15-21|46|45|97.82608695652172|83|63|75.90361445783132|21.92247249869041
stock|Sinch|0.8|Bias Corrected|60-70%|8-14|36|26|72.22222222222221|106|63|59.43396226415094|12.788259958071272
stock|Sinch|0.8|Bias Corrected|60-70%|29-35|35|31|88.57142857142857|58|40|68.96551724137932|19.605911330049253
stock|Sinch|0.8|Bias Corrected|60-70%|36+|370|308|83.24324324324324|500|336|67.2|16.04324324324324
stock|Sinch|0.8|Bias Corrected|60-70%|0-7|25|19|76.0|116|72|62.06896551724138|13.93103448275862
stock|Sinch|0.8|Bias Corrected|50-60%|22-28|58|44|75.86206896551724|90|52|57.77777777777777|18.084291187739467
stock|Sinch|0.8|Bias Corrected|50-60%|0-7|45|28|62.22222222222222|138|72|52.17391304347826|10.048309178743963
stock|Sinch|0.8|Bias Corrected|50-60%|8-14|37|26|70.27027027027027|111|60|54.054054054054056|16.216216216216218
stock|Sinch|0.8|Bias Corrected|50-60%|15-21|25|23|92.0|63|43|68.25396825396825|23.746031746031747
stock|Sinch|0.8|Bias Corrected|50-60%|29-35|34|25|73.52941176470588|60|32|53.333333333333336|20.19607843137255
stock|Sinch|0.8|Bias Corrected|50-60%|36+|181|154|85.0828729281768|279|176|63.08243727598566|22.000435652191136
stock|Skanska B|0.8|Bias Corrected|80-90%|22-28|70|65|92.85714285714286|70|65|92.85714285714286|0.0
stock|Skanska B|0.8|Bias Corrected|80-90%|0-7|59|55|93.22033898305084|59|55|93.22033898305084|0.0
stock|Skanska B|0.8|Bias Corrected|80-90%|15-21|49|48|97.95918367346938|49|48|97.95918367346938|0.0
stock|Skanska B|0.8|Bias Corrected|80-90%|36+|418|371|88.75598086124403|418|371|88.75598086124403|0.0
stock|Skanska B|0.8|Bias Corrected|80-90%|8-14|69|65|94.20289855072464|69|65|94.20289855072464|0.0
stock|Skanska B|0.8|Bias Corrected|80-90%|29-35|63|52|82.53968253968253|63|52|82.53968253968253|0.0
stock|Skanska B|0.8|Bias Corrected|70-80%|22-28|70|67|95.71428571428572|94|86|91.48936170212764|4.22492401215807
stock|Skanska B|0.8|Bias Corrected|70-80%|15-21|31|31|100.0|37|32|86.48648648648648|13.513513513513516
stock|Skanska B|0.8|Bias Corrected|70-80%|0-7|46|44|95.65217391304348|79|72|91.13924050632912|4.512933406714367
stock|Skanska B|0.8|Bias Corrected|70-80%|36+|272|223|81.98529411764706|313|228|72.84345047923323|9.141843638413832
stock|Skanska B|0.8|Bias Corrected|70-80%|29-35|64|55|85.9375|71|56|78.87323943661971|7.064260563380287
stock|Skanska B|0.8|Bias Corrected|70-80%|8-14|26|19|73.07692307692307|36|23|63.888888888888886|9.18803418803418
stock|Skanska B|0.8|Bias Corrected|60-70%|22-28|25|25|100.0|45|34|75.55555555555556|24.444444444444443
stock|Skanska B|0.8|Bias Corrected|60-70%|15-21|11|10|90.9090909090909|14|11|78.57142857142857|12.337662337662335
stock|Skanska B|0.8|Bias Corrected|60-70%|0-7|35|32|91.42857142857144|82|67|81.70731707317073|9.721254355400704
stock|Skanska B|0.8|Bias Corrected|60-70%|36+|182|143|78.57142857142857|223|148|66.3677130044843|12.203715566944268
stock|Skanska B|0.8|Bias Corrected|60-70%|29-35|27|25|92.5925925925926|32|26|81.25|11.342592592592595
stock|Skanska B|0.8|Bias Corrected|60-70%|8-14|45|25|55.55555555555556|69|30|43.47826086956522|12.07729468599034
stock|Skanska B|0.8|Bias Corrected|50-60%|8-14|60|43|71.66666666666667|96|55|57.29166666666666|14.375000000000009
stock|Skanska B|0.8|Bias Corrected|50-60%|0-7|22|14|63.63636363636363|55|36|65.45454545454545|-1.81818181818182
stock|Skanska B|0.8|Bias Corrected|50-60%|36+|18|16|88.88888888888889|26|17|65.38461538461539|23.5042735042735
stock|SKF B|0.8|Bias Corrected|80-90%|8-14|279|242|86.73835125448028|279|242|86.73835125448028|0.0
stock|SKF B|0.8|Bias Corrected|80-90%|15-21|666|567|85.13513513513513|666|567|85.13513513513513|0.0
stock|SKF B|0.8|Bias Corrected|80-90%|22-28|289|259|89.61937716262976|289|259|89.61937716262976|0.0
stock|SKF B|0.8|Bias Corrected|80-90%|0-7|203|190|93.59605911330048|203|190|93.59605911330048|0.0
stock|SKF B|0.8|Bias Corrected|80-90%|36+|364|321|88.18681318681318|364|321|88.18681318681318|0.0
stock|SKF B|0.8|Bias Corrected|80-90%|29-35|73|64|87.67123287671232|73|64|87.67123287671232|0.0
stock|SKF B|0.8|Bias Corrected|70-80%|8-14|228|177|77.63157894736842|310|214|69.03225806451613|8.599320882852297
stock|SKF B|0.8|Bias Corrected|70-80%|15-21|430|352|81.86046511627907|561|415|73.97504456327985|7.885420552999221
stock|SKF B|0.8|Bias Corrected|70-80%|22-28|226|198|87.61061946902655|261|213|81.60919540229885|6.001424066727694
stock|SKF B|0.8|Bias Corrected|70-80%|0-7|97|83|85.56701030927834|199|158|79.39698492462311|6.170025384655233
stock|SKF B|0.8|Bias Corrected|70-80%|36+|233|188|80.68669527896995|264|189|71.5909090909091|9.095786188060856
stock|SKF B|0.8|Bias Corrected|70-80%|29-35|58|53|91.3793103448276|65|53|81.53846153846153|9.840848806366054
stock|SKF B|0.8|Bias Corrected|60-70%|8-14|286|202|70.62937062937063|478|292|61.08786610878661|9.541504520584011
stock|SKF B|0.8|Bias Corrected|60-70%|15-21|153|124|81.04575163398692|258|173|67.05426356589147|13.99148806809545
stock|SKF B|0.8|Bias Corrected|60-70%|22-28|85|79|92.94117647058825|112|87|77.67857142857143|15.2626050420168
stock|SKF B|0.8|Bias Corrected|60-70%|0-7|105|70|66.66666666666666|227|132|58.14977973568281|8.516886930983844
stock|SKF B|0.8|Bias Corrected|60-70%|36+|155|120|77.41935483870968|189|123|65.07936507936508|12.339989759344604
stock|SKF B|0.8|Bias Corrected|60-70%|29-35|27|21|77.77777777777779|31|21|67.74193548387096|10.035842293906825
stock|SKF B|0.8|Bias Corrected|50-60%|0-7|117|79|67.52136752136752|272|159|58.45588235294118|9.065485168426342
stock|SKF B|0.8|Bias Corrected|50-60%|8-14|68|46|67.64705882352942|133|82|61.65413533834586|5.99292348518356
stock|SKF B|0.8|Bias Corrected|50-60%|15-21|25|22|88.0|45|28|62.22222222222222|25.77777777777778
stock|SKF B|0.8|Bias Corrected|50-60%|36+|15|11|73.33333333333333|16|11|68.75|4.583333333333329
stock|SKF B|0.8|Bias Corrected|50-60%|22-28|22|20|90.9090909090909|28|22|78.57142857142857|12.337662337662335
stock|SKF B|0.8|Bias Corrected|50-60%|29-35|4|3|75.0|4|3|75.0|0.0
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|80-90%|22-28|32|25|78.125|32|25|78.125|0.0
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|80-90%|15-21|24|23|95.83333333333334|24|23|95.83333333333334|0.0
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|80-90%|8-14|77|70|90.9090909090909|77|70|90.9090909090909|0.0
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|80-90%|0-7|73|61|83.56164383561644|73|61|83.56164383561644|0.0
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|80-90%|36+|353|311|88.10198300283287|353|311|88.10198300283287|0.0
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|80-90%|29-35|18|15|83.33333333333334|18|15|83.33333333333334|0.0
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|70-80%|22-28|24|17|70.83333333333334|32|21|65.625|5.208333333333343
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|70-80%|0-7|44|36|81.81818181818183|95|71|74.73684210526315|7.081339712918677
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|70-80%|15-21|18|17|94.44444444444444|24|20|83.33333333333334|11.1111111111111
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|70-80%|8-14|51|45|88.23529411764706|82|69|84.14634146341463|4.088952654232429
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|70-80%|36+|275|237|86.18181818181819|296|240|81.08108108108108|5.100737100737106
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|70-80%|29-35|15|9|60.0|15|9|60.0|0.0
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|60-70%|22-28|35|28|80.0|47|32|68.08510638297872|11.914893617021278
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|60-70%|15-21|15|12|80.0|22|15|68.18181818181817|11.818181818181827
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|60-70%|8-14|35|25|71.42857142857143|72|51|70.83333333333334|0.5952380952380878
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|60-70%|0-7|26|21|80.76923076923077|77|49|63.63636363636363|17.13286713286714
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|60-70%|36+|157|126|80.2547770700637|189|131|69.31216931216932|10.94260775789438
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|60-70%|29-35|36|27|75.0|40|30|75.0|0.0
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|50-60%|22-28|32|20|62.5|47|24|51.06382978723404|11.436170212765958
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|50-60%|15-21|17|15|88.23529411764706|23|17|73.91304347826086|14.322250639386198
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|50-60%|8-14|29|21|72.41379310344827|65|37|56.92307692307692|15.49071618037135
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|50-60%|29-35|32|26|81.25|45|31|68.88888888888889|12.361111111111114
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|50-60%|36+|61|47|77.04918032786885|73|47|64.38356164383562|12.665618684033234
stock|Swedish Orphan Biovitrum|0.8|Bias Corrected|50-60%|0-7|24|18|75.0|71|44|61.97183098591549|13.028169014084511
stock|SSAB A|0.8|Bias Corrected|80-90%|8-14|477|416|87.21174004192872|477|416|87.21174004192872|0.0
stock|SSAB A|0.8|Bias Corrected|80-90%|22-28|75|71|94.66666666666669|75|71|94.66666666666669|0.0
stock|SSAB A|0.8|Bias Corrected|80-90%|0-7|450|396|88.0|450|396|88.0|0.0
stock|SSAB A|0.8|Bias Corrected|80-90%|15-21|214|202|94.39252336448598|214|202|94.39252336448598|0.0
stock|SSAB A|0.8|Bias Corrected|80-90%|36+|306|272|88.88888888888889|306|272|88.88888888888889|0.0
stock|SSAB A|0.8|Bias Corrected|80-90%|29-35|57|52|91.2280701754386|57|52|91.2280701754386|0.0
stock|SSAB A|0.8|Bias Corrected|70-80%|8-14|345|294|85.21739130434783|570|436|76.49122807017544|8.72616323417239
